Source,Target,Prediction,Meteor,Bleu
"महाराष्ट्र के गवर्नर श्रीमान विद्या सागर. राव जी, रक्षा मंत्री श्रीमती निर्मला सीतारमण जी, महाराष्ट्र के मुख्यमंत्री श्रीमान देवेंद्र फडणवीस जी, रक्षा राज्यमंत्री डॉ. सुभाष भामरे जी, राष्ट्रीय सुरक्षा सलाहकार श्रीमान अजीत डोवाल जी, फ्रांस के राजदूत अलेक्सेंडर जिगरल व अन्य फ्रांसीसी अतिथिगण, नौसेना के प्रमुख एडमिरल सुनील लान्बा जी, कमांडिंग इन चीफ, वेस्टर्न नेवल कमांड वाइस एडमिरल गिरीश लूथरा जी, वाइस एडमिरल डी एम देशपांडे जी, सी एम डी, एम डी एल, श्रीमान राकेश आनंद, कैप्टेन एस.डी. मेहंदले, नौसेना के अन्य अधिकारी एवं सैनिकगण, MDL (मझगांव डॉक शिपबिल्डर्स लिमिटेड) के अधिकारी एवं कर्मचारीगण, कार्यक्रम में उपस्थित अन्य गणमान्‍य महानुभाव।","Minister of Maharashtra, Shri Devendra Fadnavis, Minister of Defence for State, Shri Subhash Bhamre, National Security Advisor, Shri Ajit Doval, Ambassador of France, Mr.Alexander Jigaral and other French guests, Chief of Navy, Admiral Sunil Lamba, Commanding in Chief, Western Naval Command, Vice Admiral Girish Luthra Ji, Vice Admiral D.M.Deshpande Ji, CMD, MDL, Mr.Rakesh Anand, Captain S.D.Mehndale, other officers and staff of Navy, Officers and staff of MDL (Mazgaon Dock Shipbuilders Limited), other dignitaries present here in the program.","Governor of Maharashtra Shri Vidyasagar Rao ji, Raksha Mantri Smt Nirmala Sitharaman ji, Chief Minister of Maharashtra Shri Devendra Fadnavis ji, Raksha Rajya Mantri Dr Subhash Bhamre ji, National Security Adviser Shri Ajit Doval ji, French Ambassador Alexander Jigaral and other French guests, Chief of Naval Staff Admiral Sunil Lanba ji, Commanding-in-Chief, Western Naval Command Vice Admiral Girish Luthra ji, Vice Admiral D.M. Deshpande ji, CMD, MDL, Shri Rakesh Anand, Captain S.D. Mehndale, other Naval Officers and Staff of MDL (Mazgaon Dock Shipbuilders Limited) and other dignitaries present on the occasion.",0.6271061661879368,0.3747200827486304
हमें अच्छी वृद्धि नजर आ रही है।,We have seen good growth.,We are seeing a good growth.,0.6147540983606558,0.316227766016838
यह रिपोर्ट चीफ जस्टिस डी. बी. भोसले और जस्टिस सुनीत कुमार की खंडपीठ के समक्ष सीलबंद लिफाफे में प्रस्तुत की जानी है।,The report was submitted in a sealed cover before a bench comprising Chief Justice D B Bhosale and Justice Suneet Kumar.,The report is to be placed in the sealed cover before the benches of Chief Justice D.B.Bhosale and Justice Sunit Kumar.,0.5220548682087144,0.36187343222787294
उन्हें जनसेवा के लिए एक चेरिटेबल संगठन की स्थापना में तीन वर्ष का समय लगा।,"""""""It took three years for him to set up a charitable organisation which became popular as """""""" Vanrai"""""""".""""""",He took three years to set up a Charitable Organization for public service.,0.32052980132450326,0.344692121722015
सीसीडी के कारण माइट या संबंधित रोग या अज्ञात रोगजनक हो सकते हैं।,CCD may be caused by mites or associated diseases or unknown pathogens.,The CCD can lead to moderate or related diseases or unknown diseases.,0.327991452991453,0.27524094128159016
इस रैंकिंग में आईआईटी मद्रास (IIT Madras) केंद्र द्वारा सहायता प्राप्त संस्थानों की कैटेगरी में सबसे अव्वल रहा है.,The Indian Institute of Technology (IIT) Madras has topped the list of higher education institutes.,In this ranking IIT Madras has been at the forefront in the category of institutions supported by the Centre.,0.29232486263736257,0.108147614087175
वे रुक गये है.,They've stopped.,They have stopped.,0.6388888888888888,0.12909944487358058
इसका प्रिंटआउट निकालकर भविष्य के लिए सुरक्षित रख लें.,Save it and take a printout for future use.,Take the printout and keep it safe for the future.,0.5267636138613863,0.06666666666666667
छोटे परमाणु हथियार करीब 20 किलो टन से कम क्षमता वाले होते हैं. हालांकि ये तुलनात्मक रूप से कम शक्तिशाली होते हैं लेकिन इनसे भी काफी विनाश हो सकता है.,Low-yield nuclear weapons are also devastating but have a strength of less than 20 kilotons.,"The small nuclear weapons, which are capable of less than 20 knots, are comparatively less powerful but can destruct a lot.",0.44285714285714284,0.2390457218668787
"सर्वोपरि, इसमें मौलाना आजाद द्वारा अक्तूबर, 1947 में दी गई इस सलाह को आत्मसात करने की आवश्यकता होगीः","Above all, it would need to imbibe the advice given by Maulana Azad in October 1947:","Above all, there is a need to imbibe this advice given by Maulana Azad in October 1947:",0.825414364640884,0.6913328984437151
आरोपी रिश्ते में पीड़िता का चचेरा भाई है।,The accused is cousin brother of the victim.,The accused is a brother of Jora in the relationship.,0.6898846495119787,0.4472135954999579
