Source,Target,Prediction,Meteor,Bleu
"['महाराष्ट्र के मंत्री, श्री देवेन्द्र Fadnavis, राज्य के लिए रक्षा मंत्री, श्री सुभाष भांरे, राष्ट्रीय सुरक्षा सलाहकार, श्री अजित डोवल, फ्रांस के राजदूत, श्री अलेक्जेंडर जिगरल और अन्य फ्रांसीसी अतिथि, नौसेना के प्रमुख, एडमिरल सुनिल  Lamba, पश्चिमी नौसेना कमांड के मुख्य सेनापति, उप एडमिरल गिरीश लुथरा जी, उप एडमिरल डी. एम. देशपण्डे जी, सीएमडी, एमडीएल, श्री राकेश आनंद, कैप्टन एस. डी. मेंडले, नौसेना के अन्य अधिकारियों और कर्मचारियों, एमडीएल के अधिकारियों और कर्मचारियों (मज़गांव डॉक Shipbuilders Limited), कार्यक्रम में उपस्थित अन्य गणमान्य व्यक्ति।']","Minister of Maharashtra, Shri Devendra Fadnavis, Minister of Defence for State, Shri Subhash Bhamre, National Security Advisor, Shri Ajit Doval, Ambassador of France, Mr.Alexander Jigaral and other French guests, Chief of Navy, Admiral Sunil Lamba, Commanding in Chief, Western Naval Command, Vice Admiral Girish Luthra Ji, Vice Admiral D.M.Deshpande Ji, CMD, MDL, Mr.Rakesh Anand, Captain S.D.Mehndale, other officers and staff of Navy, Officers and staff of MDL (Mazgaon Dock Shipbuilders Limited), other dignitaries present here in the program.","[Ministry of Maharashtra, Shri Devendra Fadnavis, Raksha Mantri for the State, Shri Subhash Bhamre, National Security Adviser, Shri Ajit Doval, Ambassador of France, Shri Alexander Jigaral and other French guests, Chief of Naval Staff, Admiral Sunil Lamba, Chief of Naval Staff, Vice Admiral Girish Luthra Ji, Deputy Admiral D.M. Deshpande Ji, CMD, MDL, Shri Rakesh Anand, Captain S D Mendela, other officers and staff of the Navy, Officers and staff of MDL, other dignitaries present at the event.]",0.7048297594137893,0.5976143046671968
['हमने अच्छी वृद्धि देखी है।'],We have seen good growth.,[We have seen good growth],0.8163934426229508,0.5477225575051662
['यह रिपोर्ट मुख्य न्यायाधीश डी. बी. भोसल और न्यायाधीश सुनित कुमार के समक्ष एक मुद्रित आवरण में प्रस्तुत की गई.'],The report was submitted in a sealed cover before a bench comprising Chief Justice D B Bhosale and Justice Suneet Kumar.,[This report was presented in a printed copy to Chief Justice DB Bhosle and Justice Sunit Kumar.],0.4808931685495489,0.27108382207034704
['एक धर्मार्थ संगठन की स्थापना करने के लिए उसे तीन साल लग गये जो ‘वनराय’ के नाम से लोकप्रिय हो गया।'],"""""""It took three years for him to set up a charitable organisation which became popular as """""""" Vanrai"""""""".""""""","[It took three years to establish a charitable organization, popularly known as ‘Vahanra’].",0.2680258977761692,0.24975316986585538
['सीसीडी की उत्पत्ति कीटों या संबद्ध रोगों या अज्ञात रोगाणुओं से हो सकती है।'],CCD may be caused by mites or associated diseases or unknown pathogens.,[CCD may be from kits or associated diseases or unknown viruses],0.6105769230769231,0.5150582679537894
['भारतीय प्रौद्योगिकी संस्थान (आईआईटी) मद्रास उच्च शिक्षा संस्थानों की सूची में सबसे ऊपर है।'],The Indian Institute of Technology (IIT) Madras has topped the list of higher education institutes.,[Indian Institute of Technology (IIT) Madras tops the list of Higher Education Institutions.],0.8880208333333333,0.4756021222025773
['वे रुक गए हैं।'],They've stopped.,[He has stopped.],0.44642857142857145,0
['इसे सहेजें और भविष्य में उपयोग के लिए एक प्रिंटआउट लें।'],Save it and take a printout for future use.,[ read these and take a printout for use in future],0.6592637054821929,0.4264014327112209
['कम आय वाले परमाणु हथियार भी विनाशकारी हैं लेकिन उनकी क्षमता 20 किलोटन से भी कम है।'],Low-yield nuclear weapons are also devastating but have a strength of less than 20 kilotons.,[A low-income nuclear weapons are also destructive but their capacity is less than 20 kgs.],0.5787037037037037,0.4364357804719848
['सबसे बड़ी बात यह है कि इसे मौलाना आजाद द्वारा अक्तूबर 1947 में दी गई सलाह को आत्मसात करना होगाः'],"Above all, it would need to imbibe the advice given by Maulana Azad in October 1947:",[Means: What is even more important is that it must imbibe the advice given by Maulana Azad in October 1947:],0.643667861409797,0.4588314677411235
['अभियुक्त पीड़ित का भतीजा भाई है।'],The accused is cousin brother of the victim.,[The victims are neighbors.],0.29040404040404044,0
