Source,Prediction,Target,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
केंद्रीय मंत्री रविशंकर प्रसाद ने गुरुवार को अपने आवास पर आयुष्मान भारत योजना के लाभार्थियों से मुलाकात की और उनके अच्छे स्वास्थ्य की कामना की।,आयुष्मान भारत योजना के लाभार्थियों से मुलाकात: रविशंकर प्रसाद,"  50 करोड़ लोग लाभ लेंगे, शेष लोगों को भी शामिल करने की तैयारीः रविशंकर",0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,[0.7091742157936096],[0.7000993490219116],[0.7046075463294983]
बड़ी जमा पर निर्भरता घटाने की सरकारी ताकीद के बाद सार्वजनिक क्षेत्र के बैंकों को अगली कुछ तिमाहियों में करीब 3 लाख करोड़ रुपये की जमा कम करनी पड़ सकती है।,बड़ी जमा पर निर्भरता घटाने की सरकारी ताकीद के बाद सार्वजनिक क्षेत्र के बैंकों को अगली कुछ तिमाहियों में करीब 3 लाख करोड़ रुपये की जमा कम करनी पड़ सकती है।,बड़ी जमाओं पर निर्भरता होगी कम,0.2162162162162162,0.05714285714285715,0.2162162162162162,0.2162162162162162,[0.6731502413749695],[0.8004554510116577],[0.731303870677948]
शहरीकरण और आधुनिक रिटेल के विकास की पृष्ठभूमि में पारंपरिक किराना दुकानों की मदद करने के लिए उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने राज्य में छोटी दुकानों पर संपत्ति कर में करीब 70 फीसदी तक की कमी की है।,शहरीकरण और आधुनिक रिटेल के विकास की पृष्ठभूमि में पारंपरिक किराना दुकानों की मदद करने के लिए उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ ने राज्य में छोटी दुकानों पर संपत्ति कर में करीब 70 फीसदी तक की कमी की,छोटी दुकानों पर संपत्ति कर 70 प्रतिशत तक कम,0.29166666666666663,0.17391304347826086,0.29166666666666663,0.29166666666666663,[0.6814028024673462],[0.8495993614196777],[0.7562620639801025]
टीवी होस्ट स्टीव हार्वे का कहना है कि उन्हें ऑस्कर की मेजबानी में दिलचस्पी नहीं है।,टीवी होस्ट स्टीव हार्वे का कहना है कि उन्हें ऑस्कर की मेजबानी में दिलचस्पी नहीं है।,"ऑस्कर होस्ट करना नहीं चाहते स्टीव हार्वे, जानिए क्या है वजह",0.3703703703703703,0.0,0.2222222222222222,0.2222222222222222,[0.715621829032898],[0.739404559135437],[0.7273188233375549]
सुपरस्पोर्ट की पिच उड़ाएगी टीम इंडिया के होशः 13 जनवरी से सेंचूरियन में खेला जाने वाला दूसरा टेस्ट सीरीज में बने रहने के लिहाज से भारत के लिए बेहद ही अहम है।,सुपरस्पोर्ट की पिच उड़ाएगी टीम इंडिया के होशः 13 जनवरी से सेंचूरियन में खेला जाने वाला दूसरा टेस्ट सीरीज में बने रहने के लिहाज से भारत के लिए बेहद ही अहम है।,"टीम इंडिया के लिए अब सिरीज़ जीतना मुश्किल ही नहीं, नामुमकिन हैः वीरेंद्र सहवाग",0.21739130434782608,0.13636363636363635,0.21739130434782608,0.21739130434782608,[0.6596128940582275],[0.663621187210083],[0.6616109609603882]
बीसीसीआई लोकपाल पद पर पूर्व जस्टिस डीके जैन की नियुक्ति होते ही एमपीसीए सदस्य व क्रिकेट के व्हिसल ब्लोअर कहे जा रहे संजीव गुप्ता ने पश्चिम बंगाल क्रिकेट के प्रमुख सौरव गांगुली की पहली शिकायत की थी।,बीसीसीआई लोकपाल पद पर पूर्व जस्टिस डीके जैन की नियुक्ति होते ही एमपीसीए सदस्य व क्रिकेट के व्हिसल ब्लोअर कहे जा रहे संजीव गुप्ता ने पश्चिम बंगाल क्रिकेट के प्रमुख सौरव गांगुली की पहली शिकायत की थी।,"  इंदौर के एमपीसीए सदस्य गुप्ता की शिकायत से उलझी क्रिकेट की त्रिमूर्ति तेंदुलकर, गांगुली, लक्ष्मण",0.3076923076923077,0.04,0.23076923076923078,0.23076923076923078,[0.6930467486381531],[0.7241834998130798],[0.7082731127738953]
"भले ही अमेरिका और यूरोप जैसे पारंपरिक बाजारों से मांग में गिरावट के चलते 2012-13 में देश के व्यापारिक निर्यातक की स्थिति खराब रही, लेकिन उद्योग और विशेषज्ञों को भरोसा है कि इस वित्त वर्ष में स्थिति उतनी खराब नहीं रहेगी।","निर्यात में गिरावट के चलते 2012-13 में देश के व्यापारिक निर्यातक की स्थिति खराब रही, लेकिन उद्योग और विशेषज्ञों को भरोसा है कि इस वित्त वर्ष में स्थिति उतनी खराब नहीं रहेगी।",नए बाजारों के सहारे निर्यात को मिलेगा दम,0.15,0.0,0.1,0.1,[0.6522774696350098],[0.7063649296760559],[0.6782446503639221]
सिखों के दसवें गुरु के जन्म स्थान तख्त हरमंदिर पटना साहिब में यहां शुक्रवार को गुरु गोविंद सिंह का 352 वां प्रकाश पर्व शुरू हो गया।,सिखों के दसवें गुरु के जन्म स्थान तख्त हरमंदिर पटना साहिब में यहां शुक्रवार को गुरु गोविंद सिंह का 352 वां प्रकाश पर्व शुरू हो गया।,तख्त हरमंदिर पटना साहिब में गुरु गोविंद सिंह का 352 वां प्रकाश पर्व शुरू,0.7000000000000001,0.631578947368421,0.7000000000000001,0.7000000000000001,[0.799432098865509],[0.8998363018035889],[0.8466679453849792]
बीएसई में सूचीबद्घ सुराणा इंडस्ट्रीज लिमिटेड (एसआईएल) अपनी इस्पात निर्माण क्षमता बढ़ाने और विद्युत परियोजनाओं पर लगभग 4500 करोड़ रुपये के निवेश की योजना बना रही है।,बीएसई में सूचीबद्घ सुराणा इंडस्ट्रीज लिमिटेड (एसआईएल) अपनी इस्पात निर्माण क्षमता बढ़ाने और विद्युत परियोजनाओं पर लगभग 4500 करोड़ रुपये के निवेश की योजना बना रही है।,सुराणा लगाएगी 4500 करोड़ रुपये,0.25,0.13333333333333336,0.25,0.25,[0.6020722389221191],[0.7646846175193787],[0.6737048029899597]
"प्रस्तावित रेल शुल्क प्राधिकरण केवल सलाहकार संस्था होगी या इसे यात्री किराया और माल भाड़ा तय करने का भी अधिकार होगा, इसको लेकर सरकार के अंदर ही ठन गई है।","रेल शुल्क प्राधिकरण केवल सलाहकार संस्था होगी या इसे यात्री किराया और माल भाड़ा तय करने का भी अधिकार होगा, इसको लेकर सरकार के अंदर ही ठन गई है।",रेल किराये पर सरकार में तकरार,0.1142857142857143,0.0,0.1142857142857143,0.1142857142857143,[0.6646727323532104],[0.7740160822868347],[0.7151892185211182]
जिले के दुर्गम क्षेत्रों के अलावा धौलाधार की शिवालिक पहाड़ियों के ऊपरी क्षेत्रों में हल्का हिमपात होने से निचले इलाकों में ठंड बढ़ गई है।,जिले के दुर्गम क्षेत्रों के अलावा धौलाधार की शिवालिक पहाड़ियों के ऊपरी क्षेत्रों में हल्का हिमपात होने से निचले इलाकों में ठंड बढ़ गई है।,  दुर्गम क्षेत्रों के अलावा धौलाधार की शिवालिक पहाड़ियों के ऊपरी क्षेत्रों में हिमपात होने से निचले इलाकों में बढ़ी ठंड,0.8444444444444444,0.744186046511628,0.8444444444444444,0.8444444444444444,[0.9071539044380188],[0.9391804933547974],[0.9228893518447876]
घाटा उठा रही टाटा टेलीसर्विसेज ने निदेशक मंडल के पुनर्गठन की कवायद के तहत बड़ा बदलाव किया है।,घाटा उठा रही टाटा टेलीसर्विसेज ने निदेशक मंडल के पुनर्गठन की कवायद के तहत बड़ा बदलाव किया है।,टाटा टेली ने किया बोर्ड का पुनर्गठन,0.32,0.0,0.24,0.24,[0.720189094543457],[0.8337759971618652],[0.7728312611579895]
"देश की प्रमुख स्टील कंपनियों स्टील अथॉरिटी ऑफ इंडिया लिमिटेड, जेएसडब्ल्यू स्टील और टाटा स्टील ने भले ही पहली तिमाही के आंकड़ों से निराश किया हो, लेकिन बुरा वक्त शायद ही खत्म हुआ है।","देश की प्रमुख स्टील कंपनियों स्टील अथॉरिटी ऑफ इंडिया लिमिटेड, जेएसडब्ल्यू स्टील और टाटा स्टील ने भले ही पहली तिमाही के आंकड़ों से निराश किया हो, लेकिन बुरा वक्त शायद ही खत्म हुआ है।",स्टील के फौलाद बनने में देरी,0.1,0.0,0.1,0.1,[0.6588537693023682],[0.7239916324615479],[0.689888596534729]
"कैसा रहेगा बाजार का रुख ►एनसीडी में सौदे हो सकते हैं बहाल ►कम रेटिंग वाले क्षेत्र मसलन रियल एस्टेट को हो सकता है फायदा ►एफपीआई निवेश के मामले में बनी रह सकती है यथास्थिति ►सोमवार को रुपया, शेयर और बॉन्डों में हो सकती है बढ़त ऋणपत्र में निवेश करने वाले विदेशी पोर्टफोलियो निवेशक (एफपीआई) इस बात से खुश हैं कि कॉरपोरेट ऋण प्रतिभूतियों में निवेश को लेकर पाबंदी हटा दी गई है।",कॉरपोरेट ऋण पर पाबंदी से बाजार में क्या होगा असर?,सरकारी कदम एफपीआई के लिए सही,0.0,0.0,0.0,0.0,[0.685386061668396],[0.7053712010383606],[0.695235013961792]
"बोर्ड की तरफ से मिलने वाली सैलरी और मैच फीस मिलाकर विराट कोहली, स्टीव स्मिथ और जो रूट से पीछे हैं।","बोर्ड की तरफ से मिलने वाली सैलरी और मैच फीस मिलाकर विराट कोहली, स्टीव स्मिथ और जो रूट से पीछे हैं",ओह ! तो विराट को स्टीव स्मिथ और जो रूट से इतना कम मिलता है वेतन,0.37837837837837834,0.28571428571428575,0.37837837837837834,0.37837837837837834,[0.773719072341919],[0.7901800870895386],[0.7818629741668701]
"फ्लिपकार्ट ऐप्पल वीक पर मिल रहे ऑफर्स की बात करें तो आपको आईफोन 7 प्लस का 32 जीबी वेरिएंट 59000 रुपए की बजाए मात्र 56,999 रुपए में मिल रहा है।","फ्लिपकार्ट ऐप्पल वीक पर आईफोन 7 प्लस का 32 जीबी वेरिएंट 59000 रुपए की बजाए मात्र 56,999 रुपए में मिल रहा है","आईफोन धीमा पड़ने के लिए एप्पल ने मांगी माफी, बैटरियों पर ऑफर किया डिस्काउंट",0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,[0.6748775839805603],[0.6977205276489258],[0.6861089468002319]
ओएनजीसी विदेश लिमिटेड (ओवीएल) ने ब्रिटिश तेल-गैस कंपनी इंपीरियल एनर्जी को खरीदने के लिए देसी स्रोतों का सहारा लेने का फैसला किया है।,ओएनजीसी ने ब्रिटिश तेल-गैस कंपनी इंपीरियल एनर्जी को खरीदने के लिए देसी स्रोतों का सहारा लेने का फैसला किया है।,ओवीएलः घर से रकम,0.0,0.0,0.0,0.0,[0.640001654624939],[0.7309813499450684],[0.6824727654457092]
"वाहन क्षेत्र की प्रमुख कंपनी महिंद्रा ऐंड महिंद्रा की अक्टूबर में कुल बिक्री 1.65 प्रतिशत घटकर 51,149 वाहन रही है।","महिंद्रा ऐंड महिंद्रा की अक्टूबर में कुल बिक्री 1.65 प्रतिशत घटकर 51,149 वाहन रही है।","महिंद्रा की बिक्री 1.65% घटी, ट्रैक्टर श्रेणी में 10.88 % की गिरावट",0.2962962962962963,0.08,0.22222222222222224,0.22222222222222224,[0.7720112800598145],[0.7640532851219177],[0.7680116295814514]
योगी सरकार ने अस्थाई राम मंदिर के प्रधान पुजारी और कर्मियों का भत्ता बढ़ाने का निर्णय लिया है।,योगी सरकार ने अस्थाई राम मंदिर के प्रधान पुजारी और कर्मियों का भत्ता बढ़ाने का निर्णय लिया है।,"  योगी सरकार ने रामलला के प्रधान पुजारी का वेतन बढ़ाया, सहयोगी स्टाफ के भत्ते में भी इजाफा",0.39999999999999997,0.24242424242424243,0.39999999999999997,0.39999999999999997,[0.7754302620887756],[0.7707011699676514],[0.7730585336685181]
"भारत में क्लाउड प्रबंधित सेवा मुहैया कराने वाली जापान की एनटीटी कम्युनिकेशंस की कंपनी नेटमैजिक भारत में अपने डेटा सेंटर की क्षमताओं में विस्तार पर 20 करोड़ डॉलर यानी करीब 1,340 करोड़ रुपये निवेश करने पर विचार कर रही है और इसका लक्ष्य भुगतान बैंक व स्टार्टअप जैसे नए क्षेत्रों की जरूरतें पूरी करना है।","भारत में क्लाउड प्रबंधित सेवा मुहैया कराने वाली जापान की एनटीटी कम्युनिकेशंस की कंपनी नेटमैजिक भारत में अपने डेटा सेंटर की क्षमताओं में विस्तार पर 20 करोड़ डॉलर यानी करीब 1,340 करोड़ रुपये निवेश करने पर विचार कर रही है और इसका लक्ष्य भुगतान बैंक व स्टार्टअप जैसे नए क्षेत्रों की जरूरतें पूरी करना है","डेटा सेंटर विस्तार पर 1,340 करोड़ रुपये निवेश करेगी नेटमैजिक",0.27692307692307694,0.15873015873015875,0.24615384615384614,0.24615384615384614,[0.6962713599205017],[0.8474075198173523],[0.7644408345222473]
स्टर्लिंग बायोटेक का प्रवर्तक समूह संदेसरा समूह देश में सबसे पहली विमानन देखरेख और मरम्मत (एमआरओ) परियोजना लगाने के लिए तैयारी कर चुका है।,स्टर्लिंग बायोटेक का प्रवर्तक समूह संदेसरा समूह देश में सबसे पहली विमानन देखरेख और मरम्मत (एमआरओ) परियोजना लगाने के लिए तैयारी कर चुका है।,संदेसरा समूह लगाएगा देश का पहला निजी एमआरओ,0.25,0.06666666666666667,0.1875,0.1875,[0.6627025008201599],[0.7705831527709961],[0.7125828266143799]
पिछले एक दशक की समयावधि में देखें तो शेयर बाजार में निवेश करने का माध्यम कागजी न होकर अब इलेक्ट्रॉनिक हो गया है।,शेयर बाजार में निवेश करने का माध्यम कागजी हो गया है,निवेश : अगर आपके पास डीमैट खाता है तो आपके पास विभिन्न परिसंपत्तियों में निवेश का अवसर होता है,0.26666666666666666,0.07142857142857142,0.26666666666666666,0.26666666666666666,[0.7251362800598145],[0.6897588968276978],[0.7070053219795227]
सेंसेक्स का सूचकांक 8802 अंकों के निचले स्तर से उबरते हुए अब 03 बजकर 01 मिनट पर 86 अंकों की गिरावट लेकर 8858 के स्तर पर कारोबार कर रहा है।,सेंसेक्स का सूचकांक 8802 अंकों की गिरावट लेकर 8858 के स्तर पर कारोबार कर रहा है,सेंसेक्स में 86 अंकों की गिरावट; टाटा मोटर्स 3.5% चढ़ा,0.23076923076923075,0.08333333333333334,0.23076923076923075,0.23076923076923075,[0.7501135468482971],[0.7584549188613892],[0.7542611360549927]
चीन के गुआंगदोंग प्रांत के जिआंगमेन शहर में दुनिया का पहला हाई स्पीड रेल नॉइज बैरियर बनाया गया है।,चीन के गुआंगदोंग प्रांत के जिआंगमेन शहर में दुनिया का पहला हाई स्पीड रेल नॉइज बैरियर बनाया गया है।,  वेटलैंड के 30 हजार पक्षियों को बचाने के लिए बनाया दुनिया का पहला रेल नॉइज बैरियर,0.5142857142857142,0.2424242424242424,0.45714285714285713,0.45714285714285713,[0.7164973020553589],[0.7441386580467224],[0.7300564646720886]
हरियाणा विधानसभा के त्रिशंकु नतीजे आने के बाद ऐलनाबाद से इकलौती सीट पर जीत दर्ज करने वाले अभय चौटाला ने साफ कर दिया है कि उनकी पार्टी कांग्रेस को समर्थन नहीं देगी।,ऐलनाबाद उपचुनाव में अभय चौटाला की पार्टी को समर्थन,  1 सीट जीतने वाले अभय चौटाला ने कांग्रेस को समर्थन देने से किया साफ इनकार,0.33333333333333337,0.18181818181818182,0.33333333333333337,0.33333333333333337,[0.7926664352416992],[0.764085590839386],[0.7781137228012085]
पाकिस्तान के विदेश मंत्री शाह महमूद कुरैशी ने फिर से हर मंच पर कश्मीर के लोगों के समर्थन की बात कही।,पाकिस्तान के विदेश मंत्री शाह महमूद कुरैशी ने फिर से हर मंच पर कश्मीर के लोगों के समर्थन की बात कही।,"  विदेश मंत्री ने कहा- कश्मीर के लिए हर मंच पर लड़ेंगे, चीन ने दिया समर्थन का आश्वासन",0.4736842105263158,0.22222222222222224,0.36842105263157887,0.36842105263157887,[0.7702851891517639],[0.7936496138572693],[0.7817928791046143]
कॉमेडी किंग कपिल शर्मा आजकल कॉन्ट्रोवर्सी किंग बने हुए हैं।,कॉमेडी किंग कपिल शर्मा आजकल कॉन्ट्रोवर्सी किंग बने हुए हैं।,'कॉमेडी किंग' से 'कॉन्ट्रोवर्सी किंग' तक का सफर,0.0,0.0,0.0,0.0,[0.7829725742340088],[0.7841199636459351],[0.7835458517074585]
प्रभास के अभिनय से सजी फिल्म 'बाहुबली 2: द कॉन्क्लूजन' आज सिनेमाघरो में रिलीज हो चुकी है।,प्रभास के अभिनय से सजी फिल्म 'बाहुबली 2: द कॉन्क्लूजन' आज सिनेमाघरो में रिलीज हो चुकी है।,प्रभास की 'साहो' का टीजर 'बाहुबली 2' संग रिलीज करने पर बेहद खुश हैं निर्माता,0.18750000000000003,0.0,0.18750000000000003,0.18750000000000003,[0.7285180687904358],[0.7608730792999268],[0.744344174861908]
सारी मंदी के बावजूद प्राइवेट इक्विटी इंवेस्टमेंट्स के मामले में भारत अब भी एशिया (जापान को छोड़कर)का सबसे पसंदीदा डेस्टिनेशन बन चुका है।,प्राइवेट इक्विटी इंवेस्टमेंट्स के मामले में भारत अब भी एशिया (जापान को छोड़कर)का सबसे पसंदीदा डेस्टिनेशन बन चुका,"रियल एस्टेट, इन्फ्रास्ट्रक्चर और पावर सेक्टर में आया सबसे ज्यादा पैसा",0.13793103448275862,0.0,0.13793103448275862,0.13793103448275862,[0.6511139273643494],[0.6859837770462036],[0.6680942177772522]
"प्रधानमंत्री उज्ज्वला योजना (पीएमयूवाई) की सफलता के बाद तेल विपणन कंपनियां अगले 3 साल में रसोई गैस (एलपीजी) के बुनियादी ढांचा विकास पर 25,000 से 30,000 करोड़ रुपये खर्च करेंगी।","प्रधानमंत्री उज्ज्वला योजना (पीएमयूवाई) की सफलता के बाद तेल विपणन कंपनियां अगले 3 साल में रसोई गैस (एलपीजी) के बुनियादी ढांचा विकास पर 25,000 से 30,000 करोड़ रुपये खर्च करेंगी।",बुनियादी ढांचे पर मोटा निवेश करेंगी तेल कंपनियां,0.2105263157894737,0.0,0.10526315789473685,0.10526315789473685,[0.6476144194602966],[0.7833318114280701],[0.7090370655059814]
नई दिल्लीः दस लाख रुपये से अधिक की सालाना आय वाले करदाताओं को अगले महीने से सब्सिडी वाला रसोई गैस सिलेंडर नहीं मिलेगा।,करदाताओं को अगले महीने से सब्सिडी वाला रसोई गैस सिलेंडर मिलेगा,10 लाख से ज्यादा आय वालों को नहीं मिलेगी सब्सिडी,0.28571428571428564,0.0,0.1904761904761905,0.1904761904761905,[0.7230346202850342],[0.7761878967285156],[0.7486689686775208]
रकम की किल्लत दूर करने के लिए प्रॉपर्टी डेवलपरों ने नया तरीका ढूंढ निकाला है - जमीन की बिक्री।,रकम की किल्लत दूर करने के लिए प्रॉपर्टी डेवलपरों ने नया तरीका ढूंढ निकाला है - जमीन की बिक्री और प्रॉपर्टी की बिक्री,कर्ज का बोझ घटाने के लिए बेच रहे भूमि,0.125,0.06666666666666667,0.125,0.125,[0.6665050983428955],[0.747675359249115],[0.704760730266571]
सोने की वैश्विक मांग दूसरी तिमाही में घटकर वर्ष 2009 के बाद के सबसे निचले स्तर पर आ गई है।,सोने की वैश्विक मांग दूसरी तिमाही में घटकर वर्ष 2009 के बाद के सबसे निचले स्तर पर आ गई है।,सोने की मांग छह वर्ष में सबसे कम,0.4285714285714285,0.07692307692307693,0.35714285714285715,0.35714285714285715,[0.7249097228050232],[0.8337309956550598],[0.7755215167999268]
ऐसा नहीं है कि केवल सूचीबद्ध कंपनी रिलायंस इंडस्ट्रीज (आरआईएल) अपना ऋण बोझ घटा रही है।,रिलायंस इंडस्ट्रीज पर ऋण बोझ घटाएगा,अंबानी की कंपनियां घटा रहीं ऋण बोझ,0.30769230769230765,0.1818181818181818,0.30769230769230765,0.30769230769230765,[0.7464607954025269],[0.7461864948272705],[0.7463236451148987]
जीई पावर इंडिया लिमिटेड को सार्वजनिक क्षेत्र की कंपनी भेल से तमिलनाडु में 271.1 करोड़ रुपये का ठेका प्राप्त हुआ है।,जीई पावर इंडिया लिमिटेड को सार्वजनिक क्षेत्र की कंपनी भेल से तमिलनाडु में 271.1 करोड़ रुपये का ठेका प्राप्त हुआ है।,जीई पावर को भेल से मिला 271 करोड़ रुपये का ठेका,0.5625,0.3333333333333333,0.5625,0.5625,[0.7395911812782288],[0.8259984254837036],[0.7804103493690491]
भारतीय शेयर बाजार लगभग अपनी सर्वाधिक ऊंचाई के नजदीक हैं।,भारतीय शेयर बाजार लगभग अपनी सर्वाधिक ऊंचाई के नजदीक हैं।,दीर्घावधि दृष्टिकोण पर केंद्रित हो विकास,0.0,0.0,0.0,0.0,[0.6264541149139404],[0.626003623008728],[0.6262287497520447]
उत्तर प्रदेश के सरकारी प्राथमिक व माध्यमिक विद्यालयों में घट रही छात्रों की तादाद को लेकर प्रदेश सरकार ने चिंता जताते हुए अब उनकी दशा सुधारने के लिए कदम उठाने शुरू किए हैं।,उत्तर प्रदेश के सरकारी प्राथमिक व माध्यमिक विद्यालयों में घट रही छात्रों की तादाद को लेकर प्रदेश सरकार ने चिंता जताते हुए अब उनकी दशा सुधारने के लिए कदम उठाने शुरू किए हैं।,सरकारी स्कूलों की सुधरेगी दशा!,0.10526315789473685,0.0,0.10526315789473685,0.10526315789473685,[0.6734434366226196],[0.7509014010429382],[0.7100663185119629]
लगता है कि कार कंपनियों के लिए अच्छे दिन आ गए गए हैं।,कार कंपनियों के लिए अच्छे दिन आ गए गए हैं,यात्री वाहनों की बढ़ रही बिक्री,0.0,0.0,0.0,0.0,[0.7202649712562561],[0.7185230255126953],[0.7193930149078369]
अमेरिकी चिप निर्माता कंपनी क्वालकॉम ने अपने ब्रॉडबैंड वायरलेस उपक्रम में 50 फीसदी हिस्सेदारी घटाने की योजना बनाई है।,ब्रॉडबैंड वायरलेस उपक्रम में 50 फीसदी हिस्सेदारी घटाने की योजना,जीटीएल इन्फ्रास्ट्रक्चर की होल्डिंग कंपनी ग्लोबल होल्डिंग कॉरपोरेशन के लिए घटाएगी 13 फीसदी हिस्,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,[0.7416558265686035],[0.7092635631561279],[0.7250981330871582]
कैस्ट्रॉल इंडिया को कच्चे तेल की कीमतों में गिरावट से अच्छा-खासा फायदा होगा क्योंकि उसका कच्चा माल बेस ऑयल और अन्य मिश्रण आदि हैं जो कच्चे तेल के उत्पाद हैं।,कैस्ट्रॉल इंडिया को कच्चे तेल की कीमतों में गिरावट से अच्छा-खासा फायदा होगा क्योंकि उसका कच्चा माल बेस ऑयल और अन्य मिश्रण आदि हैं जो कच्चे तेल के उत्पाद हैं।,कैस्ट्रॉल इंडियाः बढ़त के लिहाज से बढिय़ा,0.16216216216216217,0.0,0.10810810810810811,0.10810810810810811,[0.6735122203826904],[0.7421762943267822],[0.7061790823936462]
बीजिंगः चीन का पहला स्वदेश निर्मित बड़ा यात्री विमान सी 919 वर्ष 2017 की पहली छमाही में अपनी पहली उड़ान भरेगा।,बीजिंगः चीन का पहला स्वदेश निर्मित बड़ा यात्री विमान सी 919 वर्ष 2017 की पहली छमाही में अपनी पहली उड़ान भरेगा,चीन का पहला स्वदेशी यात्री विमान उड़ान भरने को तैयार,0.3870967741935483,0.20689655172413793,0.3870967741935483,0.3870967741935483,[0.7577791810035706],[0.8618054389953613],[0.8064515590667725]
जमशेदपुर पूर्वी विधानसभा क्षेत्र में मतदान से ठीक पहले गुरुवार रात एक सियासी ड्रामा खड़ा हो गया।,जमशेदपुर पूर्वी विधानसभा क्षेत्र में मतदान से ठीक पहले गुरुवार रात एक सियासी ड्रामा खड़ा हो गया।,"  पुलिस ने सरयू के करीबी होटल मालिक के गोदाम पर मारा छापा, कहा-हो रही थी अवैध शराब बिक्री",0.0,0.0,0.0,0.0,[0.6801638603210449],[0.669146716594696],[0.6746102571487427]
विश्व बैंक द्वारा जारी रिपोर्ट के मुताबिक कारोबारी सुगमता के लिहाज से गुजरात को प्रथम स्थान दिया गया है।,विश्व बैंक द्वारा जारी रिपोर्ट के मुताबिक कारोबारी सुगमता के लिहाज से गुजरात को प्रथम स्थान दिया गया है।,'गुजरात मॉडल है कारगर',0.0,0.0,0.0,0.0,[0.646993100643158],[0.7301161289215088],[0.6860459446907043]
"नई दिल्लीः आमिर खान की फिल्म दंगल के लिए लग रहा था कि मल्लिका शेरावत ने बाजी मार ली है लेकिन नहीं, वो इस रेस से बाहर हो गई हैं।","आमिर खान की फिल्म दंगल के लिए मल्लिका शेरावत ने बाजी मार ली है लेकिन नहीं, वो इस रेस से बाहर हो गई हैं",आमिर खान की दंगल में मल्लिका शेरावत की जगह होंगी ये टीवी एक्ट्रेस,0.32432432432432434,0.1714285714285714,0.32432432432432434,0.32432432432432434,[0.7775927782058716],[0.8245741724967957],[0.8003946542739868]
"एक ओर जहां सरकार कृषि निर्यात बढ़ाने की आवश्यकता पर जोर दे रही है, वहीं दूसरी ओर गुणवत्ता मानकों के उल्लंघन के कारण 2.6 अरब डॉलर वाले सऊदी अरब और संयुक्त अरब अमीरात (यूएई) के बाजार में भारत से किए जाने वाले आयात पर खतरा मंडरा रहा है।",भारत को कृषि निर्यात बढ़ाने की आवश्यकता पर जोर,खाड़ी में गिरेगा कृषि जिंस निर्यात!,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,[0.760161280632019],[0.764999508857727],[0.762572705745697]
ईओडब्ल्यू ने आरोप लगाया कि बैंक प्रबंधन ने राकेश वधावन और उनके पुत्र के साथ मिलकर एचडीआईएल समूह की कंपनियों द्वारा कर्ज की राशि के भुगतान में की गई चूक को बैंकिंग नियामकों की जांच से छिपाया।,ईओडब्ल्यू ने आरोप लगाया कि बैंक प्रबंधन ने राकेश वधावन और उनके पुत्र के साथ मिलकर एचडीआईएल समूह की कंपनियों द्वारा कर्ज की राशि के भुगतान में की गई चूक को बैंकिंग नियामकों की जांच से छिपाया।,"पी चिदंबरम को प्रवर्तन निदेशालय ने हिरासत में लिया, कोर्ट के ऑर्डर के बाद तिहाड़ से निकाला जाएगा",0.2181818181818182,0.0,0.14545454545454545,0.14545454545454545,[0.6732784509658813],[0.6935752630233765],[0.6832761764526367]
अंतरराष्ट्रीय मुद्राकोष के मुख्य अर्थशास्त्री मौरिस ऑब्स्टफेल्ड ने आर्थिक ताकतों के जटिल जोड़ के बीच भारत को एक उम्मीद की किरण बताया।,अंतरराष्ट्रीय मुद्राकोष के मुख्य अर्थशास्त्री मौरिस ऑब्स्टफेल्ड ने आर्थिक ताकतों के जटिल जोड़ के बीच भारत को एक उम्मीद की किरण बताया,"भारत है एक उम्मीद की किरण, लेकिन बैंकों का है एक बड़ी चुनौतीः",0.2285714285714286,0.12121212121212123,0.2285714285714286,0.2285714285714286,[0.6422929167747498],[0.7356172800064087],[0.6857947111129761]
"हफ्ते के आखिरी दिन बंबई स्टॉक एक्सचेंज का संवेदी सूचकांक 73 अंक गिरकर 15,441 पर खुला।","हफ्ते के आखिरी दिन बंबई स्टॉक एक्सचेंज का संवेदी सूचकांक 73 अंक गिरकर 15,441 पर खुला।",शेयर बाजार में गिरावट का रुख,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,[0.645046591758728],[0.6906949281692505],[0.6670907735824585]
जिले के बिधनू थानाक्षेत्र में खून से सने एक प्लास्टिक के बोरे की जांच करने पहुंची पुलिस को उसके भीतर से एक 25 वर्षीय युवती का शव बरामद किया गया।,जिले के बिधनू थानाक्षेत्र में खून से सने एक प्लास्टिक के बोरे की जांच करने पहुंची पुलिस को उसके भीतर से एक 25 वर्षीय युवती का शव बरामद किया गया।,"  खेतों के बीच प्लास्टिक के बोरे में मिला युवती का शव, ज्यादती के बाद हत्या की आशंका",0.3404255319148936,0.13333333333333333,0.25531914893617025,0.25531914893617025,[0.7104175686836243],[0.7618300914764404],[0.7352262139320374]
