Source,Target,Prediction,Rouge1,Rouge2,RougeL,RougeLsum,Precision,Recall,F1
मुकेश अंबानी की कम्पनी जियो के ग्राहकों को दूसरी कंपनी के नेटवर्क पर कॉल करने पर अब 6 पैसे प्रति मिनट चुकाने पड़ेंगे।,"  10 अक्टूबर से लगेगा 6 पैसे प्रति मिनट शुल्क, जियो ग्राहकों को क्यों लेना होगा टॉप अप वाउचर ? 5 सवाल-जवाब से समझें", रिलायंस जियो ने कहा कि वह ग्राहकों को 6 पैसे प्रति मिनट की दर से कॉल करने पर अब 6 महीने तक की अतिरिक्त समय सीमा देगी। रिलायंस जियो ने कहा कि वह ग्राहकों को 6 महीने की अतिरिक्त समय सीमा देगी।</s>,0.24615384615384614,0.12698412698412698,0.2153846153846154,0.2153846153846154,[0.6894885897636414],[0.6928235292434692],[0.691152036190033]
अगर आपको ऐसा लगता है कि मध्य प्रदेश के दो शहरों भोपाल और इंदौर में होटलों में ठहरना बहुत महंगा है तो कुछ दिन इंतजार कीजिए।,होटल महंगा तो पेइंग गेस्ट ही अच्छा, मध्य प्रदेश के दो शहरों भोपाल और इंदौर में होटलों में ठहरना बहुत महंगा है तो कुछ दिन इंतजार कीजिए।</s>,0.14814814814814817,0.0,0.14814814814814817,0.14814814814814817,[0.6231032013893127],[0.6760330200195312],[0.6484898924827576]
नई दिल्लीः दिल्ली डेयरडेविल्स ने शुरुआती झटकों से उबरते हुए शनिवार को फिरोजशाह कोटला मैदान पर जारी इंडियन प्रीमियर लीग के 26वें मैच में कोलकाता नाइट राइर्ड्स के सामने 187 रनों का लक्ष्य रखा है।,"नायर, बिलिंग्स, ब्रैथवेट की बदौलत दिल्ली ने बनाए 186 रन", कोलकाता नाइट राइर्ड्स ने पहले बल्लेबाज़ी करते हुए 187 रनों का लक्ष्य रखा था। दिल्ली डेयरडेविल्स ने कोलकाता नाइट राइर्ड्स को 187 रनों से हरा दिया</s>,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,[0.6150423884391785],[0.6526802182197571],[0.6333025693893433]
फैसले के बाद एक ओर सलमान के परिवार ने राहत की सांस ली तो वहीं दूसरी ओर जोधपुर से लेकर मुंबई तक सलमान के फैन्स जश्न में डूब गए... जोधपुरः करीब 48 घंटे तक जेल में रहने के बाद आखिरकार बॉलीवुड का सुल्तान जोधपुर जेल से रिहा हो गया है।,"जोधपुर जेल से बाहर निकले सलमान खान, देखिए रिहाई की तस्वीरें", सलमान ख़ान की रिहाई के बाद जोधपुर में खुशी का माहौल</s>,0.36363636363636365,0.0,0.18181818181818182,0.18181818181818182,[0.7344175577163696],[0.752521812915802],[0.7433594465255737]
नए कोच डब्ल्यूवी. रमन के मार्गदर्शन में भारतीय टीम इस सीरीज में विवाद को पीछे छोड़ नई शुरुआत करना चाहेगी।,महिला क्रिकेटः भारत ने न्यूजीलैंड के खिलाफ टॉस जीतकर पहले गेंदबाजी का फैसला किया, भारतीय टीम के कोच डब्ल्यूवी. रमन ने कहा कि भारतीय टीम इस श्रृंखला में विवाद को पीछे छोड़ नई शुरुआत करना चाहेगी।</s>,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,[0.6071460843086243],[0.6264758706092834],[0.6166595220565796]
"खनन क्षेत्र की दिग्गज कंपनी वेदांता का जुलाई-सितंबर तिमाही का जस्ता, तांबा और एल्युमीनियम उत्पादन तकनीकी गड़बड़ी, बिजली कटौती की वजह से प्रभावित हुआ है।","तकनीकी गड़बड़ी, बिजली कटौती से वेदांता का धातु उत्पादन प्रभावित",</s>,0.0,0.0,0.0,0.0,[0.5244600772857666],[0.5431434512138367],[0.5336382389068604]
बीसीसीआई अध्यक्ष सौरव गांगुली ने दिन-रात्रि टेस्ट के लिये बांग्लादेश क्रिकेट बोर्ड को सहमत कर लिया जिससे दोनों देश 22 से 26 नवंबर तक पहला टेस्ट मैच खेलेंगे।,"डे-नाईट टेस्ट मैच और गुलाबी गेंद से पुजारा को नही है कोई समस्या, दिया ये बड़ा बयान", बांग्लादेश क्रिकेट बोर्ड ने भारतीय क्रिकेट टीम को दो टेस्ट मैचों की सिरीज़ खेलने के लिए अनुमति दे दी है। भारतीय क्रिकेट टीम को दो टेस्ट मैचों की सिरीज़ खेलने के लिए अनुमति</s>,0.08,0.0,0.08,0.08,[0.6387368440628052],[0.6390199065208435],[0.638878345489502]
हाल ही में नासा को एक बड़ी सफलता हासिल हुई है।,नासा ने ढूंढ़ा पृथ्वी के जैसा एक और सौर मंडल, Nasa ने एक बड़ा सफलता हासिल की है।</s>,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,[0.6398237943649292],[0.6523427367210388],[0.6460226774215698]
"महंगा डीजल सिर्फ हैदराबाद में ही नहीं है बल्कि केरल की राजधानी त्रिवेंद्रम में भी इसका भाव 69 रुपए के करीब पहुंच गया है, गुरुवार को त्रिवेंद्रम में डीजल का दाम 68.96 रुपए प्रति लीटर हो गया है।","डीजल का दाम 69 रुपए के भी पार, कीमतें घटने को लेकर सिर्फ बजट से उम्मीद", चेन्नई में भी पेट्रोल का दाम 69.90 रुपए प्रति लीटर हो गया है। चेन्नई में पेट्रोल का दाम 69.90 रुपए प्रति लीटर</s>,0.2105263157894737,0.05555555555555555,0.15789473684210525,0.15789473684210525,[0.6651253700256348],[0.6564806699752808],[0.6607747673988342]
दिल्ली मुंबई औद्योगिक गलियारा विकास निगम (डीएमआईसी) और महाराष्ट्र सरकार द्वारा गठित विशेष कंपनी (एसपीवी) की बैठक शुक्रवार को नागपुर में होगी।,नागपुर में आज डीएमआईसी की होगी समीक्षा, मुंबई में प्रस्तावित औद्योगिक विकास के लिए महाराष्ट्र सरकार की ओर से विशेष आर्थिक क्षेत्र (एसई) के तहत विशेष आर्थिक क्षेत्र (एसईएस) के तहत विशेष आर्थिक क्षेत्र (एसईएस) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के तहत विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र (एसईएसई) के साथ विशेष आर्थिक क्षेत्र,0.002902757619738752,0.0,0.002902757619738752,0.002902757619738752,[0.42510202527046204],[0.6349407434463501],[0.5092523097991943]
"पटनाः भारतीय जनता पार्टी (भाजपा) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म चुनाव के बाद लालू, नीतीश का अस्तित्व खत्म हो जाएगाः शाह पटनाः भारतीय जनता पार्टी ( भाजपा ) के अध्यक्ष अमित शाह ने यहां शुक्रवार को कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म हो जाएगा।","चुनाव के बाद लालू, नीतीश का राजनीतिक अस्तित्व खत्म हो जाएगाः शाह", अमित शाह ने कहा कि बिहार विधानसभा चुनाव के बाद मुख्यमंत्री नीतीश कुमार और राष्ट्रीय जनता दल (राजद) अध्यक्ष लालू प्रसाद का राजनीतिक अस्तित्व खत्म हो जाएगा।</s>,0.5128205128205128,0.3243243243243243,0.46153846153846156,0.46153846153846156,[0.7357509732246399],[0.8633977174758911],[0.7944798469543457]
नई दिल्लीः कोलकाता के ईडन गार्डन में फाइनल मैच में वेस्टइंडीज की जीत की हीरो बने मार्लोन सैमुएल्स ने मैच के बाद हुई प्रेस कॉन्फ्रेंस में असभ्यता का परिचय दिया।,जीत के नशे में सैमुएल्स ने की प्रेस कॉन्फ्रेंस में बदतमीजी, सैमुएल्स ने कहा कि वेस्टइंडीज के खिलाड़ियों ने उन्हें निराश किया। वेस्टइंडीज के खिलाड़ियों ने उन्हें निराश किया</s>,0.20689655172413793,0.07407407407407408,0.13793103448275862,0.13793103448275862,[0.6444357633590698],[0.6962462067604065],[0.6693398356437683]
ग्रेटर नोएडा स्थित सेक्टर 142 के पास एक मैदान में 150 से ज़्यादा झुग्गियां थी जो एक घंटे के भीतर जल कर राख ही गयी।,ग्रेटर नोएडा में भीषण आग में 150 से ज़्यादा झुग्गियां जलकर ख़ाक, ग्रेटर नोएडा में एक घंटे के भीतर ही 150 से ज़्यादा झुग्गियां जल कर राख हो गयी।</s>,0.4827586206896552,0.3703703703703703,0.4827586206896552,0.4827586206896552,[0.7733514904975891],[0.8492599725723267],[0.8095301389694214]
बोआई के सीजन में किसानों के सामने खाद को लेकर होने वाली दिक्कतों के मद्देनजर अब उत्तर प्रदेश सरकार ने खाद का बफर स्टॉक रखने का फैसला किया है।,यूपी में अब भरे रहेंगे खाद के भंडार, किसानों को खाद के बफर स्टॉक रखने के लिए अब उत्तर प्रदेश सरकार ने खाद का बफर स्टॉक रखने का फैसला किया है।</s>,0.19354838709677416,0.06896551724137931,0.12903225806451613,0.12903225806451613,[0.6250579953193665],[0.6718496084213257],[0.6476096510887146]
